request_id,tenant_id,endpoint_id,timestamp,base_tokens,weight_multiplier,surge_multiplier,effective_tokens,hourly_request_count,daily_request_count,daily_token_count,effective_hourly_limit,within_limit,throttle_reason,billable
R00000271,T015,EP007,2025-01-03 12:20:47,1024,1.0,1.0,1024,1,4,3835,240,YES,,YES
R00000288,T018,EP003,2025-01-03 12:25:21,226,1.0,1.0,226,1,2,456,240,YES,,YES
R00000228,T006,EP006,2025-01-03 12:25:25,948,1.5,1.0,1422,1,4,2825,22,YES,,YES
R00000245,T009,EP008,2025-01-03 12:45:14,106,1.0,1.0,106,1,2,736,22,YES,,NO
R00000267,T014,EP003,2025-01-03 12:57:54,1034,1.0,1.0,1034,1,4,5878,82,YES,,YES
R00000289,T018,EP008,2025-01-03 13:05:02,0,0.8,1.0,0,1,3,456,240,YES,,NO
R00000254,T011,EP009,2025-01-03 13:10:00,134,0.1,1.0,13,1,4,758,82,YES,,NO
R00000242,T009,EP010,2025-01-03 13:11:24,5000,3.0,1.4,21000,1,3,21736,22,YES,,YES
R00000276,T016,EP003,2025-01-03 13:16:45,1100,1.0,1.0,1100,1,2,2651,240,YES,,YES
R00000235,T007,EP005,2025-01-03 13:31:36,1378,1.5,1.0,2067,1,3,3653,22,YES,,YES
R00000293,T019,EP007,2025-01-03 13:47:08,1281,1.0,1.0,1281,1,5,5659,650,YES,,YES
R00000206,T002,EP003,2025-01-03 14:18:31,1175,0.5,1.0,588,1,3,1728,10,YES,,YES
R00000299,T020,EP003,2025-01-03 14:25:16,134,1.0,1.0,134,1,4,3271,650,YES,,YES
R00000213,T003,EP003,2025-01-03 14:41:24,1406,0.5,1.0,703,1,3,1528,10,YES,,YES
R00000269,T014,EP008,2025-01-03 14:56:17,1411,1.0,1.0,1411,1,5,7289,82,YES,,NO
R00000282,T017,EP009,2025-01-03 15:02:05,193,1.0,1.0,193,1,2,14193,240,YES,,NO
R00000227,T006,EP001,2025-01-03 15:06:41,200,0.7,1.0,140,1,5,2965,22,YES,,YES
R00000287,T018,EP007,2025-01-03 15:10:44,828,1.0,1.0,828,1,4,1284,240,YES,,YES
R00000243,T009,EP003,2025-01-03 15:30:58,75,0.7,1.0,52,1,4,21788,22,YES,,YES
R00000253,T011,EP002,2025-01-03 15:41:55,1079,1.2,1.0,1295,1,5,2053,82,YES,,YES
R00000297,T020,EP003,2025-01-03 16:01:58,77,1.0,1.0,77,1,5,3348,650,YES,,YES
R00000240,T008,EP005,2025-01-03 16:03:40,1435,1.5,1.0,2152,1,4,5057,22,YES,,YES
R00000280,T016,EP003,2025-01-03 16:03:45,416,1.0,1.0,416,1,3,3067,240,YES,,YES
R00000234,T007,EP002,2025-01-03 16:15:29,500,1.5,1.0,750,1,4,4403,22,YES,,NO
R00000260,T012,EP010,2025-01-03 16:38:13,631,2.5,1.4,2208,1,3,3350,82,YES,,YES
R00000284,T017,EP010,2025-01-03 16:40:37,410,2.0,1.4,1148,1,3,15341,240,YES,,NO
R00000261,T013,EP001,2025-01-03 16:49:05,200,1.0,1.0,200,1,3,437,82,YES,,YES
R00000258,T012,EP007,2025-01-03 17:07:00,834,1.0,1.0,834,1,4,4184,82,YES,,YES
R00000285,T017,EP004,2025-01-03 17:26:01,706,2.0,1.4,1977,1,4,17318,240,YES,,YES
R00000239,T008,EP001,2025-01-03 17:32:49,1087,0.7,1.0,761,1,5,5818,22,YES,,YES
R00000224,T005,EP008,2025-01-03 17:48:02,200,1.0,1.0,200,1,3,1473,22,YES,,NO
R00000256,T012,EP008,2025-01-03 17:50:20,100,1.0,1.0,100,2,5,4284,82,YES,,NO
R00000250,T010,EP009,2025-01-03 17:53:11,10,0.1,1.0,1,1,4,3751,82,YES,,NO
R00000209,T002,EP007,2025-01-03 18:32:28,295,0.5,1.0,148,1,4,1876,10,YES,,YES
R00000264,T013,EP010,2025-01-03 18:41:34,270,2.5,1.0,675,1,4,1112,82,YES,,YES
R00000277,T016,EP002,2025-01-03 18:52:13,394,1.1,1.0,433,1,4,3500,240,YES,,YES
R00000217,T004,EP008,2025-01-03 19:35:51,945,1.0,1.0,945,1,5,4641,10,YES,,NO
R00000286,T018,EP007,2025-01-03 19:52:41,800,1.0,1.0,800,1,5,2084,240,YES,,YES
R00000210,T002,EP003,2025-01-03 20:06:48,1431,0.5,1.0,716,1,5,2592,10,YES,,YES
R00000262,T013,EP006,2025-01-03 20:17:39,366,1.2,1.0,439,1,5,1551,82,YES,,YES
R00000215,T003,EP007,2025-01-03 20:33:47,1447,0.5,1.0,724,1,4,2252,10,YES,,YES
R00000241,T009,EP006,2025-01-03 20:38:08,1436,1.5,1.0,2154,1,5,23942,22,YES,,YES
R00000225,T005,EP002,2025-01-03 20:50:44,220,1.5,1.0,330,1,4,1803,22,YES,,YES
R00000247,T010,EP010,2025-01-03 20:54:21,692,2.5,1.0,1730,1,5,5481,82,YES,,YES
R00000203,T001,EP006,2025-01-03 21:25:48,755,2.0,1.0,1510,1,4,5046,10,NO,TOKEN_EXCEEDED,YES
R00000278,T016,EP004,2025-01-03 21:32:02,101,2.0,1.0,202,1,5,3702,240,YES,,YES
R00000281,T017,EP009,2025-01-03 21:42:59,868,1.0,1.0,868,1,5,18186,240,YES,,NO
R00000214,T003,EP007,2025-01-03 22:05:50,521,0.5,1.0,260,1,5,2512,10,YES,,YES
R00000202,T001,EP006,2025-01-03 22:17:24,491,2.0,1.0,982,1,5,6028,10,NO,TOKEN_EXCEEDED,YES
R00000232,T007,EP009,2025-01-03 22:17:57,10,0.1,1.0,1,1,5,4404,22,YES,,NO
R00000274,T015,EP007,2025-01-03 22:38:42,1260,1.0,1.0,1260,1,5,5095,240,YES,,YES
R00000221,T005,EP010,2025-01-03 22:53:33,973,3.0,1.0,2919,1,5,4722,22,YES,,YES
