attempt_id,job_id,pool_id,attempt_num,queued_at,started_at,ended_at,status,cpu_ms,mem_peak_mb,error_code
A0647,J0373,P05,3,2024-04-02 13:21:15,2024-04-02 13:21:17,2024-04-02 13:21:21,OK,5643,437.0,
A0648,J0374,P05,1,2024-05-19 00:42:52,2024-05-19 00:42:54,2024-05-19 00:43:00,OK,12387,249.1,
A0649,J0375,P05,1,2024-05-03 17:06:19,2024-05-03 17:06:21,2024-05-03 17:07:04,TIMEOUT,24940,379.8,E100
A0650,J0375,P06,2,2024-05-03 17:07:12,2024-05-03 17:07:13,2024-05-03 17:07:27,FAIL,13680,303.5,E005
A0651,J0375,P05,3,2024-05-03 17:07:36,2024-05-03 17:07:38,2024-05-03 17:07:44,OK,8032,353.9,
A0652,J0376,P04,1,2024-05-09 00:59:53,2024-05-09 00:59:55,2024-05-09 00:59:58,FAIL,5396,276.6,E001
A0653,J0376,P06,2,2024-05-09 01:00:02,2024-05-09 01:00:03,2024-05-09 01:00:15,OK,14853,,
A0654,J0377,P04,1,2024-05-17 10:53:42,2024-05-17 10:53:44,2024-05-17 10:53:48,OK,3783,253.1,
A0655,J0378,P09,1,2024-05-03 12:51:36,2024-05-03 12:51:38,2024-05-03 12:51:56,FAIL,23034,367.0,E002
A0656,J0378,P09,2,2024-05-03 12:52:11,2024-05-03 12:52:11,2024-05-03 12:52:15,OK,6041,246.5,
A0657,J0379,P09,1,2024-05-09 08:33:49,2024-05-09 08:33:51,2024-05-09 08:34:02,OK,16036,334.1,
A0658,J0380,P07,1,2024-05-28 14:30:46,2024-05-28 14:30:48,,TIMEOUT,60622,469.9,E100
A0659,J0380,P07,2,2024-05-28 14:31:36,2024-05-28 14:31:38,2024-05-28 14:31:58,FAIL,16519,83.0,E005
A0660,J0380,P07,3,2024-05-28 14:32:10,2024-05-28 14:32:12,2024-05-28 14:32:28,FAIL,21799,508.1,E005
A0661,J0380,P08,4,2024-05-28 14:32:45,2024-05-28 14:32:46,2024-05-28 14:32:56,OK,15505,507.5,
A0662,J0381,P08,1,2024-05-30 15:07:26,2024-05-30 15:07:27,2024-05-30 15:07:37,OK,14937,492.9,
A0663,J0382,P07,1,2024-05-24 23:07:43,2024-05-24 23:07:45,2024-05-24 23:07:49,OK,,123.0,
A0664,J0383,P09,1,2024-05-07 09:47:12,2024-05-07 09:47:13,2024-05-07 09:47:33,FAIL,26895,60.0,E006
A0665,J0383,P07,2,2024-05-07 09:47:46,2024-05-07 09:47:49,2024-05-07 09:47:59,OK,10849,315.6,
A0666,J0384,P07,1,2024-05-11 09:56:00,2024-05-11 09:56:01,2024-05-11 09:56:14,FAIL,11627,,E006
A0667,J0384,P09,2,2024-05-11 09:56:21,2024-05-11 09:56:22,2024-05-11 09:56:26,OK,6878,,
A0668,J0385,P09,1,2024-05-27 21:43:35,2024-05-27 21:43:35,2024-05-27 21:43:42,OK,10630,62.0,
A0669,J0386,P08,1,2024-05-27 05:19:34,2024-05-27 05:19:34,2024-05-27 05:19:34,REJECT,0,0.0,E200
A0670,J0386,P08,2,2024-05-27 05:19:50,2024-05-27 05:19:52,2024-05-27 05:22:27,TIMEOUT,224295,380.6,E100
A0671,J0387,P07,1,2024-05-27 08:46:37,2024-05-27 08:46:38,2024-05-27 08:46:48,OK,15894,334.3,
A0672,J0388,P09,1,2024-05-19 14:05:17,2024-05-19 14:05:19,2024-05-19 14:05:27,OK,9316,229.2,
A0673,J0389,P07,1,2024-05-04 20:36:58,2024-05-04 20:36:59,2024-05-04 20:37:11,OK,,504.0,
A0674,J0390,P07,1,2024-05-09 11:34:07,2024-05-09 11:34:08,2024-05-09 11:34:19,OK,11769,451.6,
A0675,J0391,P08,1,2024-05-13 05:45:42,2024-05-13 05:45:44,2024-05-13 05:46:08,TIMEOUT,35195,356.6,E100
A0676,J0391,P07,2,2024-05-13 05:46:27,2024-05-13 05:46:29,2024-05-13 05:46:38,FAIL,16670,298.2,E006
A0677,J0391,P08,3,2024-05-13 05:46:43,2024-05-13 05:46:44,2024-05-13 05:46:51,FAIL,11639,458.4,E002
A0678,J0391,P08,4,2024-05-13 05:47:05,2024-05-13 05:47:05,2024-05-13 05:47:05,REJECT,0,0.0,E200
A0679,J0392,P08,1,2024-05-09 00:00:56,2024-05-09 00:00:58,2024-05-09 00:01:06,FAIL,11582,173.4,E003
A0680,J0392,P08,2,2024-05-09 00:01:22,2024-05-09 00:01:24,2024-05-09 00:01:26,OK,2303,,
A0681,J0393,P08,1,2024-05-29 01:54:26,2024-05-29 01:54:27,2024-05-29 01:54:37,FAIL,12482,301.8,E004
A0682,J0393,P07,2,2024-05-29 01:54:48,2024-05-29 01:54:50,2024-05-29 01:55:01,OK,12598,209.8,
A0683,J0394,P08,1,2024-05-25 18:32:08,2024-05-25 18:32:10,2024-05-25 18:32:16,OK,8326,55.6,
A0684,J0395,P12,1,2024-05-25 13:23:09,2024-05-25 13:23:11,2024-05-25 13:23:50,TIMEOUT,24237,153.0,E100
A0685,J0395,P10,2,2024-05-25 13:24:09,2024-05-25 13:24:11,2024-05-25 13:24:22,OK,12066,281.7,
A0686,J0396,P12,1,2024-05-10 10:59:09,2024-05-10 10:59:09,2024-05-10 10:59:17,OK,6992,355.0,
A0687,J0397,P12,1,2024-05-09 23:24:16,2024-05-09 23:24:17,2024-05-09 23:24:26,OK,14785,400.2,
A0688,J0398,P11,1,2024-05-26 11:37:14,2024-05-26 11:37:15,2024-05-26 11:37:32,FAIL,24660,478.3,E001
A0689,J0398,P10,2,2024-05-26 11:37:46,2024-05-26 11:37:48,,TIMEOUT,234355,395.1,E100
A0690,J0398,P12,3,2024-05-26 11:42:06,2024-05-26 11:42:08,2024-05-26 11:42:12,OK,7729,123.0,
A0691,J0399,P10,1,2024-05-18 06:14:19,2024-05-18 06:14:20,2024-05-18 06:14:26,OK,6807,185.9,
A0692,J0400,P11,1,2024-05-01 01:55:03,2024-05-01 01:55:05,2024-05-01 01:55:10,OK,4490,479.7,
A0693,J0401,P10,1,2024-05-01 00:23:17,2024-05-01 00:23:19,2024-05-01 00:23:27,OK,11788,,
A0694,J0402,P10,1,2024-05-02 15:37:46,2024-05-02 15:37:46,2024-05-02 15:37:58,FAIL,16924,224.4,E002
A0695,J0402,P12,2,2024-05-02 15:38:07,2024-05-02 15:38:09,2024-05-02 15:38:19,OK,13022,168.1,
A0696,J0403,P02,1,2024-05-19 00:55:59,2024-05-19 00:55:59,2024-05-19 00:56:01,OK,2188,227.1,
A0697,J0404,P01,1,2024-05-01 08:19:55,2024-05-01 08:19:56,2024-05-01 08:20:05,OK,16257,443.4,
A0698,J0405,P01,1,2024-05-19 15:46:11,2024-05-19 15:46:13,,TIMEOUT,64818,308.0,E100
A0699,J0405,P01,2,2024-05-19 15:48:31,2024-05-19 15:48:33,2024-05-19 15:48:40,OK,5425,37.3,
A0700,J0406,P01,1,2024-05-24 03:36:08,2024-05-24 03:36:10,2024-05-24 03:36:17,OK,6236,398.8,
A0701,J0407,P01,1,2024-05-03 06:09:02,2024-05-03 06:09:04,2024-05-03 06:09:16,OK,20039,86.8,
A0702,J0408,P01,1,2024-05-23 06:55:26,2024-05-23 06:55:26,2024-05-23 06:55:38,OK,15144,62.3,
A0703,J0409,P01,1,2024-05-28 05:36:32,2024-05-28 05:36:33,2024-05-28 05:36:41,OK,11037,158.9,
A0704,J0410,P05,1,2024-05-30 15:21:14,2024-05-30 15:21:15,2024-05-30 15:21:35,FAIL,17158,202.4,E005
A0705,J0410,P04,2,2024-05-30 15:21:47,2024-05-30 15:21:49,2024-05-30 15:22:00,OK,20929,302.9,
A0706,J0411,P04,1,2024-05-10 21:19:05,2024-05-10 21:19:06,2024-05-10 21:19:13,FAIL,14644,122.2,
A0707,J0411,P04,2,2024-05-10 21:19:25,2024-05-10 21:19:27,2024-05-10 21:19:33,OK,8150,410.4,
A0708,J0412,P06,1,2024-05-09 09:07:25,2024-05-09 09:07:25,2024-05-09 09:07:28,OK,4080,419.6,
A0709,J0413,P04,1,2024-05-01 03:35:55,2024-05-01 03:35:57,2024-05-01 03:36:07,OK,19186,401.7,
A0710,J0414,P07,1,2024-05-02 01:31:45,2024-05-02 01:31:47,2024-05-02 01:31:50,OK,,472.9,
A0711,J0415,P09,1,2024-05-18 18:46:40,2024-05-18 18:46:42,2024-05-18 18:46:54,OK,11154,90.2,
A0712,J0416,P09,1,2024-05-09 13:50:32,2024-05-09 13:50:33,2024-05-09 13:50:36,OK,2916,,
A0713,J0417,P07,1,2024-05-29 18:48:12,2024-05-29 18:48:13,2024-05-29 18:48:24,OK,17323,66.5,
A0714,J0418,P09,1,2024-05-19 09:40:42,2024-05-19 09:40:42,2024-05-19 09:40:50,OK,15168,273.5,
A0715,J0419,P08,1,2024-05-12 23:12:47,2024-05-12 23:12:48,2024-05-12 23:12:57,OK,7555,36.7,
A0716,J0420,P08,1,2024-05-04 02:09:49,2024-05-04 02:09:50,2024-05-04 02:09:53,OK,4928,253.1,
A0717,J0421,P07,1,2024-05-18 19:46:15,2024-05-18 19:46:17,,TIMEOUT,178215,234.5,E100
A0718,J0421,P09,2,2024-05-18 19:50:01,2024-05-18 19:50:03,2024-05-18 19:50:19,FAIL,27442,203.0,E004
A0719,J0421,P09,3,2024-05-18 19:50:36,2024-05-18 19:50:39,2024-05-18 19:50:41,OK,2349,477.0,
A0720,J0422,P09,1,2024-05-14 10:51:11,2024-05-14 10:51:11,2024-05-14 10:51:21,OK,18613,114.6,
A0721,J0423,P03,1,2024-04-10 08:19:35,2024-04-10 08:19:35,2024-04-10 08:19:42,OK,5985,486.9,
A0722,J0424,P02,1,2024-05-26 20:01:15,2024-05-26 20:01:16,2024-05-26 20:01:24,OK,5946,66.7,
A0723,J0425,P01,1,2024-05-24 12:58:48,2024-05-24 12:58:49,2024-05-24 12:58:51,OK,3691,204.7,
A0724,J0426,P02,1,2024-05-21 16:42:51,2024-05-21 16:42:53,2024-05-21 16:43:02,OK,9749,92.7,
A0725,J0427,P11,1,2024-05-13 14:06:18,2024-05-13 14:06:18,2024-05-13 14:06:24,OK,8925,241.3,
A0726,J0428,P12,1,2024-05-25 19:53:24,2024-05-25 19:53:25,2024-05-25 19:53:37,OK,20452,436.4,
A0727,J0429,P10,1,2024-05-23 07:15:58,2024-05-23 07:15:59,2024-05-23 07:16:01,OK,5417,310.3,
A0728,J0430,P10,1,2024-05-03 09:48:45,2024-05-03 09:48:45,2024-05-03 09:48:56,OK,17734,200.3,
A0729,J0431,P11,1,2024-05-03 14:36:58,2024-05-03 14:36:59,2024-05-03 14:37:09,OK,11424,123.9,
A0730,J0432,P12,1,2024-05-21 15:08:16,2024-05-21 15:08:18,2024-05-21 15:08:25,OK,13369,,
A0731,J0433,P11,1,2024-05-08 22:44:17,2024-05-08 22:44:17,2024-05-08 22:44:19,OK,3700,156.5,
A0732,J0434,P07,1,2024-05-12 10:11:23,2024-05-12 10:11:24,2024-05-12 10:13:11,TIMEOUT,107789,40.6,E100
A0733,J0434,P09,2,2024-05-12 10:13:30,2024-05-12 10:13:32,2024-05-12 10:13:34,OK,2302,265.8,
A0734,J0435,P07,1,2024-05-05 08:34:25,2024-05-05 08:34:25,2024-05-05 08:34:35,OK,10996,463.8,
A0735,J0436,P08,1,2024-05-16 14:25:50,2024-05-16 14:25:51,2024-05-16 14:25:57,OK,6810,148.3,
A0736,J0437,P08,1,2024-05-23 16:07:34,2024-05-23 16:07:35,2024-05-23 16:07:39,OK,5702,338.0,
A0737,J0438,P09,1,2024-05-17 06:22:35,2024-05-17 06:22:36,2024-05-17 06:22:39,FAIL,5369,283.6,E006
A0738,J0438,P07,2,2024-05-17 06:22:48,2024-05-17 06:22:48,2024-05-17 06:22:48,REJECT,0,0.0,E200
A0739,J0438,P09,3,2024-05-17 06:22:58,2024-05-17 06:23:00,2024-05-17 06:23:17,FAIL,14661,145.6,E001
A0740,J0438,P07,4,2024-05-17 06:23:37,2024-05-17 06:23:37,2024-05-17 06:23:37,REJECT,0,0.0,E200
A0741,J0439,P04,1,2024-04-02 13:23:22,2024-04-02 13:23:25,2024-04-02 13:23:36,OK,14418,123.8,
A0742,J0440,P06,1,2024-05-24 11:03:47,2024-05-24 11:03:48,2024-05-24 11:04:07,FAIL,17453,288.3,E003
A0743,J0440,P05,2,2024-05-24 11:04:17,2024-05-24 11:04:18,2024-05-24 11:04:29,FAIL,11216,393.1,E002
A0744,J0440,P05,3,2024-05-24 11:04:39,2024-05-24 11:04:42,2024-05-24 11:04:44,OK,3898,126.8,
A0745,J0441,P04,1,2024-05-09 12:57:05,2024-05-09 12:57:06,2024-05-09 12:57:09,OK,3810,332.5,
A0746,J0442,P01,1,2024-06-21 00:31:54,2024-06-21 00:31:55,2024-06-21 00:32:05,OK,15312,276.1,
A0747,J0443,P01,1,2024-06-20 11:40:21,2024-06-20 11:40:23,2024-06-20 11:41:56,TIMEOUT,103847,,E100
A0748,J0443,P02,2,2024-06-20 11:42:02,2024-06-20 11:42:03,2024-06-20 11:42:10,OK,12732,213.6,
A0749,J0444,P02,1,2024-06-19 23:25:48,2024-06-19 23:25:49,2024-06-19 23:26:00,FAIL,12446,228.6,E005
A0750,J0444,P02,2,2024-06-19 23:26:08,2024-06-19 23:26:10,2024-06-19 23:26:14,OK,3662,154.3,
A0751,J0445,P03,1,2024-06-27 17:53:05,2024-06-27 17:53:06,2024-06-27 17:53:12,FAIL,9266,159.2,E003
A0752,J0445,P02,2,2024-06-27 17:53:22,2024-06-27 17:53:22,2024-06-27 18:02:28,TIMEOUT,432716,267.5,E100
A0753,J0445,P02,3,2024-06-27 18:02:44,2024-06-27 18:02:47,2024-06-27 18:11:37,TIMEOUT,302755,442.0,E100
A0754,J0446,P03,1,2024-06-27 10:04:57,2024-06-27 10:04:59,2024-06-27 10:07:31,TIMEOUT,96030,177.1,E100
A0755,J0446,P01,2,2024-06-27 10:07:50,2024-06-27 10:07:50,2024-06-27 10:08:10,FAIL,24996,36.5,E005
A0756,J0446,P02,3,2024-06-27 10:08:26,2024-06-27 10:08:27,2024-06-27 10:08:34,OK,10336,449.0,
A0757,J0447,P02,1,2024-06-15 01:23:20,2024-06-15 01:23:22,2024-06-15 01:23:26,FAIL,5436,289.0,E001
A0758,J0447,P01,2,2024-06-15 01:23:43,2024-06-15 01:23:45,2024-06-15 01:23:57,OK,17546,221.6,
A0759,J0448,P03,1,2024-04-10 06:39:50,2024-04-10 06:39:52,2024-04-10 06:39:59,OK,7260,389.5,
A0760,J0449,P02,1,2024-06-27 17:51:20,2024-06-27 17:51:22,2024-06-27 17:51:31,OK,6973,238.5,
A0761,J0450,P01,1,2024-06-30 20:59:13,2024-06-30 20:59:14,2024-06-30 20:59:17,OK,2460,330.8,
A0762,J0451,P03,1,2024-06-25 16:47:08,2024-06-25 16:47:09,2024-06-25 16:51:50,TIMEOUT,294468,62.8,E100
A0763,J0451,P02,2,2024-06-25 16:52:04,2024-06-25 16:52:04,2024-06-25 16:52:04,REJECT,0,0.0,E200
A0764,J0451,P02,3,2024-06-25 16:52:13,2024-06-25 16:52:13,2024-06-25 16:52:13,REJECT,0,0.0,E200
A0765,J0452,P03,1,2024-06-17 11:59:21,2024-06-17 11:59:22,2024-06-17 11:59:32,FAIL,,244.1,
A0766,J0452,P03,2,2024-06-17 11:59:40,2024-06-17 11:59:42,2024-06-17 11:59:54,OK,17926,89.6,
A0767,J0453,P01,1,2024-06-09 21:11:22,2024-06-09 21:11:23,2024-06-09 21:11:33,OK,17134,349.6,
A0768,J0454,P03,1,2024-06-12 13:30:32,2024-06-12 13:30:32,2024-06-12 13:30:32,REJECT,0,0.0,E200
A0769,J0454,P02,2,2024-06-12 13:30:40,2024-06-12 13:30:43,2024-06-12 13:31:19,TIMEOUT,52259,,E100
A0770,J0454,P03,3,2024-06-12 13:31:36,2024-06-12 13:31:38,2024-06-12 13:31:43,OK,6299,258.0,
A0771,J0455,P01,1,2024-06-19 04:45:51,2024-06-19 04:45:53,2024-06-19 04:46:05,OK,,126.6,
A0772,J0456,P01,1,2024-06-24 00:43:38,2024-06-24 00:43:40,2024-06-24 00:43:43,OK,6467,279.0,
A0773,J0457,P02,1,2024-06-27 01:41:46,2024-06-27 01:41:46,,TIMEOUT,31374,225.3,E100
A0774,J0457,P01,2,2024-06-27 01:42:30,2024-06-27 01:42:32,,TIMEOUT,83176,310.3,E100
A0775,J0457,P02,3,2024-06-27 01:43:41,2024-06-27 01:43:41,2024-06-27 01:43:41,REJECT,0,0.0,E200
A0776,J0457,P01,4,2024-06-27 01:43:55,2024-06-27 01:43:57,2024-06-27 01:44:10,FAIL,21118,422.1,E001
A0777,J0457,P02,5,2024-06-27 01:44:28,2024-06-27 01:44:29,2024-06-27 01:45:25,TIMEOUT,35891,257.1,E100
A0778,J0458,P02,1,2024-06-11 03:58:38,2024-06-11 03:58:38,2024-06-11 03:58:41,OK,3830,202.8,
A0779,J0459,P06,1,2024-06-21 19:17:46,2024-06-21 19:17:46,2024-06-21 19:17:55,OK,9464,,
A0780,J0460,P06,1,2024-06-21 19:50:56,2024-06-21 19:50:57,2024-06-21 19:51:05,OK,13815,,
A0781,J0461,P04,1,2024-06-21 11:00:05,2024-06-21 11:00:05,2024-06-21 11:01:02,TIMEOUT,80714,404.2,E100
A0782,J0461,P05,2,2024-06-21 11:01:13,2024-06-21 11:01:14,2024-06-21 11:01:29,FAIL,22092,154.9,E005
A0783,J0461,P06,3,2024-06-21 11:01:46,2024-06-21 11:01:48,2024-06-21 11:01:53,OK,7136,450.2,
A0784,J0462,P05,1,2024-06-28 02:00:56,2024-06-28 02:00:57,2024-06-28 02:01:03,OK,10754,208.8,
A0785,J0463,P06,1,2024-06-17 11:54:56,2024-06-17 11:54:58,2024-06-17 11:55:00,OK,4391,278.1,
A0786,J0464,P04,1,2024-06-13 19:09:25,2024-06-13 19:09:25,2024-06-13 19:09:25,REJECT,0,0.0,E200
A0787,J0464,P05,2,2024-06-13 19:09:33,2024-06-13 19:09:34,2024-06-13 19:11:33,TIMEOUT,88816,453.3,E100
A0788,J0464,P04,3,2024-06-13 19:11:52,2024-06-13 19:11:52,2024-06-13 19:11:52,REJECT,0,0.0,E200
A0789,J0465,P09,1,2024-06-28 17:32:00,2024-06-28 17:32:02,2024-06-28 17:32:14,OK,14826,,
A0790,J0466,P08,1,2024-06-25 04:37:35,2024-06-25 04:37:36,2024-06-25 04:46:30,TIMEOUT,566978,121.2,E100
A0791,J0466,P07,2,2024-06-25 04:46:37,2024-06-25 04:46:37,2024-06-25 04:46:51,FAIL,23843,168.9,E004
A0792,J0466,P07,3,2024-06-25 04:47:06,2024-06-25 04:47:08,2024-06-25 04:47:19,FAIL,17080,381.7,E006
A0793,J0467,P07,1,2024-06-02 00:49:24,2024-06-02 00:49:25,2024-06-02 00:49:31,OK,10530,103.3,
A0794,J0468,P07,1,2024-06-21 06:19:09,2024-06-21 06:19:09,2024-06-21 06:19:12,OK,3939,506.8,
A0795,J0469,P08,1,2024-06-06 16:59:30,2024-06-06 16:59:30,2024-06-06 16:59:43,FAIL,17845,442.7,E001
A0796,J0469,P07,2,2024-06-06 16:59:57,2024-06-06 16:59:59,2024-06-06 17:00:06,FAIL,10359,426.3,E006
A0797,J0469,P09,3,2024-06-06 17:00:20,2024-06-06 17:00:22,2024-06-06 17:00:40,FAIL,34650,58.5,E006
A0798,J0469,P08,4,2024-06-06 17:00:55,2024-06-06 17:00:57,2024-06-06 17:01:01,OK,,36.0,
A0799,J0470,P07,1,2024-06-27 10:16:02,2024-06-27 10:16:03,2024-06-27 10:16:06,FAIL,2851,288.6,E001
A0800,J0470,P08,2,2024-06-27 10:16:16,2024-06-27 10:16:18,2024-06-27 10:17:05,TIMEOUT,67868,55.0,E100
A0801,J0470,P07,3,2024-06-27 10:17:24,2024-06-27 10:17:24,2024-06-27 10:17:24,REJECT,0,0.0,E200
A0802,J0471,P08,1,2024-06-05 22:39:20,2024-06-05 22:39:22,2024-06-05 22:39:27,OK,8342,122.2,
A0803,J0472,P07,1,2024-06-06 08:06:16,2024-06-06 08:06:18,2024-06-06 08:06:24,OK,6533,,
A0804,J0473,P07,1,2024-06-27 12:08:00,2024-06-27 12:08:01,2024-06-27 12:08:10,OK,10990,101.9,
A0805,J0474,P07,1,2024-02-20 22:01:39,2024-02-20 22:01:42,2024-02-20 22:03:55,TIMEOUT,189772,82.2,E100
A0806,J0474,P09,2,2024-02-20 22:04:01,2024-02-20 22:04:02,2024-02-20 22:04:08,OK,7067,158.1,
A0807,J0475,P07,1,2024-06-17 22:53:36,2024-06-17 22:53:38,2024-06-17 22:53:41,FAIL,6241,305.3,E003
A0808,J0475,P07,2,2024-06-17 22:53:58,2024-06-17 22:54:00,2024-06-17 22:54:14,FAIL,11777,330.3,E005
A0809,J0475,P08,3,2024-06-17 22:54:22,2024-06-17 22:54:23,2024-06-17 22:54:31,OK,13752,450.1,
A0810,J0476,P08,1,2024-06-13 12:46:48,2024-06-13 12:46:49,2024-06-13 12:46:59,OK,18578,67.3,
A0811,J0477,P09,1,2024-06-03 02:06:38,2024-06-03 02:06:38,2024-06-03 02:06:48,OK,16424,181.6,
A0812,J0478,P09,1,2024-06-01 09:28:03,2024-06-01 09:28:04,2024-06-01 09:29:10,TIMEOUT,62929,437.5,E100
A0813,J0478,P07,2,2024-06-01 09:29:28,2024-06-01 09:29:31,2024-06-01 09:29:41,OK,14966,202.5,
A0814,J0479,P12,1,2024-06-15 21:03:32,2024-06-15 21:03:32,2024-06-15 21:03:54,TIMEOUT,16031,246.7,E100
A0815,J0479,P10,2,2024-06-15 21:03:58,2024-06-15 21:04:00,2024-06-15 21:04:04,OK,5362,58.2,
A0816,J0480,P11,1,2024-06-01 07:31:26,2024-06-01 07:31:26,2024-06-01 07:31:32,OK,12003,292.3,
A0817,J0481,P11,1,2024-06-04 10:07:10,2024-06-04 10:07:12,2024-06-04 10:07:30,FAIL,19485,351.3,E006
A0818,J0481,P10,2,2024-06-04 10:07:36,2024-06-04 10:07:38,2024-06-04 10:07:58,FAIL,24844,245.5,E004
A0819,J0481,P11,3,2024-06-04 10:08:14,2024-06-04 10:08:14,2024-06-04 10:08:14,REJECT,0,0.0,E200
A0820,J0481,P12,4,2024-06-04 10:08:31,2024-06-04 10:08:32,2024-06-04 10:08:48,FAIL,17519,455.2,E006
A0821,J0482,P12,1,2024-06-16 14:47:12,2024-06-16 14:47:12,2024-06-16 14:47:12,REJECT,0,0.0,E200
A0822,J0482,P11,2,2024-06-16 14:47:31,2024-06-16 14:47:33,2024-06-16 14:47:36,OK,5038,273.9,
A0823,J0483,P12,1,2024-06-01 15:05:00,2024-06-01 15:05:02,2024-06-01 15:05:17,FAIL,20853,479.7,E006
A0824,J0483,P10,2,2024-06-01 15:05:21,2024-06-01 15:05:22,2024-06-01 15:05:27,OK,6321,441.2,
A0825,J0484,P10,1,2024-06-21 00:58:23,2024-06-21 00:58:25,2024-06-21 00:58:34,OK,7424,481.7,
A0826,J0485,P10,1,2024-06-23 00:15:28,2024-06-23 00:15:29,2024-06-23 00:15:35,OK,11555,150.9,
A0827,J0486,P12,1,2024-06-08 10:40:43,2024-06-08 10:40:45,2024-06-08 10:40:51,OK,8467,331.7,
A0828,J0487,P11,1,2024-06-11 10:31:18,2024-06-11 10:31:20,2024-06-11 10:31:26,OK,11919,485.2,
A0829,J0488,P11,1,2024-06-25 03:24:51,2024-06-25 03:24:51,,TIMEOUT,117977,131.6,E100
A0830,J0488,P10,2,2024-06-25 03:26:51,2024-06-25 03:26:53,2024-06-25 03:26:57,OK,7324,95.2,
A0831,J0489,P01,1,2024-06-19 21:15:24,2024-06-19 21:15:25,2024-06-19 21:15:34,OK,15700,174.0,
A0832,J0490,P01,1,2024-06-02 09:47:59,2024-06-02 09:48:00,,TIMEOUT,41208,307.9,E100
A0833,J0490,P02,2,2024-06-02 09:49:30,2024-06-02 09:49:33,2024-06-02 09:49:38,OK,7568,404.7,
A0834,J0491,P02,1,2024-06-08 02:16:08,2024-06-08 02:16:09,2024-06-08 02:16:13,OK,5369,231.7,
A0835,J0492,P03,1,2024-06-26 16:23:30,2024-06-26 16:23:32,2024-06-26 16:23:38,OK,11294,263.3,
A0836,J0493,P01,1,2024-06-17 08:26:57,2024-06-17 08:26:59,2024-06-17 08:27:08,OK,12580,155.7,
A0837,J0494,P03,1,2024-06-10 00:50:25,2024-06-10 00:50:25,2024-06-10 00:50:45,FAIL,19004,414.1,E004
A0838,J0494,P03,2,2024-06-10 00:50:56,2024-06-10 00:50:59,2024-06-10 00:51:05,OK,10211,324.3,
A0839,J0495,P02,1,2024-06-26 22:44:47,2024-06-26 22:44:49,2024-06-26 22:44:53,OK,,483.4,
A0840,J0496,P01,1,2024-06-01 17:26:59,2024-06-01 17:27:01,2024-06-01 17:27:06,OK,10338,49.9,
A0841,J0497,P05,1,2024-06-13 05:14:22,2024-06-13 05:14:23,2024-06-13 05:14:28,FAIL,10312,,E004
A0842,J0497,P06,2,2024-06-13 05:14:43,2024-06-13 05:14:45,2024-06-13 05:14:51,FAIL,5288,364.8,E006
A0843,J0497,P06,3,2024-06-13 05:15:09,2024-06-13 05:15:12,2024-06-13 05:16:24,TIMEOUT,53565,398.4,E100
A0844,J0497,P06,4,2024-06-13 05:16:31,2024-06-13 05:16:33,2024-06-13 05:16:35,OK,2610,47.7,
A0845,J0498,P06,1,2024-05-01 11:06:33,2024-05-01 11:06:35,2024-05-01 11:07:42,TIMEOUT,96450,395.6,E100
A0846,J0498,P06,2,2024-05-01 11:07:58,2024-05-01 11:08:00,2024-05-01 11:08:16,FAIL,21133,180.7,E002
A0847,J0498,P04,3,2024-05-01 11:08:24,2024-05-01 11:08:27,2024-05-01 11:08:37,OK,16476,141.6,
A0848,J0499,P06,1,2024-06-02 17:40:03,2024-06-02 17:40:04,2024-06-02 17:40:15,OK,10253,377.7,
A0849,J0500,P06,1,2024-06-29 16:25:56,2024-06-29 16:25:58,2024-06-29 16:26:05,FAIL,12046,51.1,E001
A0850,J0500,P04,2,2024-06-29 16:26:20,2024-06-29 16:26:21,,TIMEOUT,292450,259.1,E100
A0851,J0500,P04,3,2024-06-29 16:30:21,2024-06-29 16:30:23,2024-06-29 16:30:31,FAIL,13141,250.1,E003
A0852,J0500,P04,4,2024-06-29 16:30:41,2024-06-29 16:30:44,2024-06-29 16:31:01,FAIL,14787,325.2,E003
A0853,J0501,P09,1,2024-06-25 20:45:04,2024-06-25 20:45:05,2024-06-25 20:45:09,FAIL,5258,484.2,E002
A0854,J0501,P07,2,2024-06-25 20:45:24,2024-06-25 20:45:26,2024-06-25 20:45:29,OK,4260,98.6,
A0855,J0502,P09,1,2024-06-25 11:12:28,2024-06-25 11:12:29,2024-06-25 11:12:35,OK,9958,335.3,
A0856,J0503,P07,1,2024-06-30 14:58:25,2024-06-30 14:58:26,2024-06-30 14:58:36,OK,10722,147.6,
A0857,J0504,P08,1,2024-06-01 01:22:46,2024-06-01 01:22:47,2024-06-01 01:22:57,FAIL,12851,182.6,E001
A0858,J0504,P08,2,2024-06-01 01:23:13,2024-06-01 01:23:15,2024-06-01 01:23:24,OK,16710,382.2,
A0859,J0505,P08,1,2024-06-04 21:21:16,2024-06-04 21:21:16,2024-06-04 21:21:25,FAIL,16003,228.4,E004
A0860,J0505,P07,2,2024-06-04 21:21:35,2024-06-04 21:21:38,2024-06-04 21:21:47,OK,,490.1,
A0861,J0506,P08,1,2024-06-10 18:57:01,2024-06-10 18:57:03,2024-06-10 18:57:06,OK,5667,40.7,
A0862,J0507,P09,1,2024-06-04 18:01:39,2024-06-04 18:01:40,2024-06-04 18:01:45,OK,,88.6,
