reading_id,station_id,sample_date,ph,turbidity_ntu,chlorine_mg_l,lead_ppb,coliform_count,flow_rate_lpm
R-03289,WQ-023,2024-04-27,7.22,0.55,1.82,0.48,1.0,191.0
R-03290,WQ-023,2024-04-28,7.41,0.88,1.7,2.52,0.0,138.6
R-03291,WQ-023,2024-04-29,7.07,3.33,1.23,0.23,1.0,167.9
R-03292,WQ-023,2024-04-30,7.28,2.61,1.22,1.01,,113.7
R-03293,WQ-023,2024-05-01,7.23,0.63,1.6,0.27,1.0,216.1
R-03294,WQ-023,2024-05-02,6.86,0.35,1.3,5.41,1.0,160.0
R-03295,WQ-023,2024-05-05,7.16,0.82,1.89,0.35,0.0,175.5
R-03296,WQ-023,2024-05-06,7.0,1.53,1.6,2.2,1.0,156.4
R-03297,WQ-023,2024-05-07,7.06,1.33,1.66,2.86,5.0,243.6
R-03298,WQ-023,2024-05-08,7.18,0.05,1.77,1.37,4.0,210.6
R-03299,WQ-023,2024-05-10,7.57,0.77,1.27,1.5,0.0,140.9
R-03300,WQ-023,2024-05-11,7.13,3.67,1.58,2.09,0.0,62.7
R-03301,WQ-023,2024-05-14,7.39,0.16,0.95,0.28,2.0,147.3
R-03302,WQ-023,2024-05-15,7.31,0.08,1.13,0.98,2.0,243.5
R-03303,WQ-023,2024-05-17,7.29,0.63,2.15,0.67,0.0,177.1
R-03304,WQ-023,2024-05-18,6.69,0.26,1.63,0.07,0.0,169.3
R-03305,WQ-023,2024-05-19,7.3,0.72,1.62,1.31,0.0,197.1
R-03306,WQ-023,2024-05-20,6.72,0.34,1.55,0.07,1.0,190.1
R-03307,WQ-023,2024-05-21,7.56,3.57,0.49,0.8,0.0,262.9
R-03308,WQ-023,2024-05-23,6.4,0.34,1.96,8.43,,208.0
R-03309,WQ-023,2024-05-24,6.97,0.76,1.54,2.23,5.0,207.6
R-03310,WQ-023,2024-05-25,7.47,,1.87,0.37,1.0,183.5
R-03311,WQ-023,2024-05-27,7.08,1.65,1.26,0.59,2.0,278.1
R-03312,WQ-023,2024-05-29,7.11,0.5,1.57,2.12,2.0,200.1
R-03313,WQ-023,2024-05-30,6.98,0.15,0.53,0.14,1.0,302.7
R-03314,WQ-023,2024-05-31,7.38,0.61,1.68,0.5,0.0,275.0
R-03315,WQ-023,2024-06-01,7.57,1.91,2.16,0.03,0.0,156.3
R-03316,WQ-023,2024-06-03,7.6,0.61,1.01,0.57,0.0,
R-03317,WQ-023,2024-06-04,6.99,0.39,,0.97,0.0,161.2
R-03318,WQ-023,2024-06-05,7.41,0.42,1.59,1.9,2.0,173.2
R-03319,WQ-023,2024-06-06,7.49,0.56,1.83,,0.0,205.6
R-03320,WQ-023,2024-06-07,6.73,0.02,1.84,1.42,0.0,163.5
R-03321,WQ-023,2024-06-08,7.38,0.19,1.41,0.95,1.0,199.4
R-03322,WQ-023,2024-06-09,6.67,1.3,0.98,0.61,2.0,206.0
R-03323,WQ-023,2024-06-10,7.02,1.42,1.11,1.72,0.0,289.8
R-03324,WQ-023,2024-06-11,7.55,,1.74,2.32,4.0,249.7
R-03325,WQ-023,2024-06-14,6.87,0.47,1.68,4.23,2.0,265.9
R-03326,WQ-023,2024-06-16,7.29,0.66,1.92,0.19,0.0,216.9
R-03327,WQ-023,2024-06-17,7.25,0.48,2.0,0.03,0.0,167.4
R-03328,WQ-023,2024-06-18,7.26,1.48,2.6,0.18,1.0,255.0
R-03329,WQ-023,2024-06-19,7.52,0.52,,1.71,0.0,186.3
R-03330,WQ-023,2024-06-20,7.56,0.18,1.65,2.81,0.0,169.5
R-03331,WQ-023,2024-06-22,7.2,0.07,2.22,,0.0,212.3
R-03332,WQ-023,2024-06-23,7.76,1.41,0.7,1.53,0.0,93.0
R-03333,WQ-023,2024-06-24,7.31,,1.85,0.19,2.0,210.3
R-03334,WQ-023,2024-06-25,7.1,0.1,1.35,0.0,0.0,171.9
R-03335,WQ-023,2024-06-26,6.94,0.52,1.36,3.1,3.0,197.6
R-03336,WQ-023,2024-06-28,7.91,2.23,1.35,2.35,1.0,224.9
R-03337,WQ-023,2024-06-30,7.32,0.75,1.56,0.55,3.0,138.3
R-03338,WQ-024,2024-01-01,7.06,0.35,2.17,0.71,4.0,257.3
R-03339,WQ-024,2024-01-02,7.65,1.17,1.35,0.54,1.0,180.7
R-03340,WQ-024,2024-01-04,6.99,0.53,1.18,3.43,2.0,215.9
R-03341,WQ-024,2024-01-06,7.42,0.45,1.34,1.09,1.0,196.4
R-03342,WQ-024,2024-01-08,6.65,0.48,1.59,0.71,2.0,120.8
R-03343,WQ-024,2024-01-09,7.2,1.05,1.06,2.14,1.0,240.1
R-03344,WQ-024,2024-01-10,,0.05,1.31,0.5,0.0,271.6
R-03345,WQ-024,2024-01-11,7.07,0.96,0.68,0.87,0.0,242.5
R-03346,WQ-024,2024-01-12,7.4,1.31,1.06,1.49,1.0,234.0
R-03347,WQ-024,2024-01-14,7.65,0.41,2.01,8.32,0.0,174.0
R-03348,WQ-024,2024-01-15,7.67,0.9,1.45,0.08,2.0,239.0
R-03349,WQ-024,2024-01-16,6.67,1.2,1.83,,2.0,187.7
R-03350,WQ-024,2024-01-17,7.42,0.09,1.75,0.03,1.0,115.3
R-03351,WQ-024,2024-01-18,7.39,0.14,1.08,1.0,0.0,207.9
R-03352,WQ-024,2024-01-19,7.6,0.3,1.52,6.75,1.0,193.4
R-03353,WQ-024,2024-01-20,7.49,0.14,2.05,2.36,,223.1
R-03354,WQ-024,2024-01-21,7.73,0.26,2.11,1.69,1.0,65.6
R-03355,WQ-024,2024-01-22,7.02,1.23,1.2,1.68,1.0,238.8
R-03356,WQ-024,2024-01-23,7.45,0.3,2.23,,2.0,293.1
R-03357,WQ-024,2024-01-24,7.43,1.17,2.31,0.23,1.0,143.0
R-03358,WQ-024,2024-01-25,7.55,0.57,1.49,1.92,2.0,199.7
R-03359,WQ-024,2024-01-26,7.13,0.32,1.6,1.79,2.0,151.7
R-03360,WQ-024,2024-01-27,7.41,0.95,0.75,5.08,1.0,247.8
R-03361,WQ-024,2024-01-28,7.77,0.61,1.41,0.29,1.0,214.8
R-03362,WQ-024,2024-01-29,7.16,0.49,1.66,,1.0,
R-03363,WQ-024,2024-01-30,7.34,,1.26,1.63,1.0,167.0
R-03364,WQ-024,2024-01-31,6.91,0.25,1.46,0.4,1.0,278.1
R-03365,WQ-024,2024-02-01,6.84,0.52,1.12,0.88,3.0,218.6
R-03366,WQ-024,2024-02-02,7.01,0.4,0.93,0.17,0.0,193.6
R-03367,WQ-024,2024-02-03,6.99,2.36,1.41,3.62,1.0,
R-03368,WQ-024,2024-02-05,7.09,0.09,1.18,0.4,5.0,250.5
R-03369,WQ-024,2024-02-06,7.28,1.38,1.12,2.33,0.0,219.8
R-03370,WQ-024,2024-02-07,6.66,2.25,1.82,2.58,,78.7
R-03371,WQ-024,2024-02-08,7.77,0.21,1.58,2.79,3.0,170.7
R-03372,WQ-024,2024-02-10,7.43,1.17,1.92,3.42,1.0,194.7
R-03373,WQ-024,2024-02-11,6.98,0.38,0.99,1.34,,
R-03374,WQ-024,2024-02-12,7.31,0.92,2.19,0.52,2.0,231.6
R-03375,WQ-024,2024-02-13,6.99,0.06,0.86,2.58,2.0,239.9
R-03376,WQ-024,2024-02-14,6.62,0.48,1.14,1.6,1.0,226.6
R-03377,WQ-024,2024-02-15,7.1,0.39,1.59,0.28,0.0,99.2
R-03378,WQ-024,2024-02-16,7.21,1.38,2.08,3.7,3.0,253.8
R-03379,WQ-024,2024-02-17,7.26,0.03,2.34,3.83,4.0,267.2
R-03380,WQ-024,2024-02-18,6.66,2.68,1.42,4.09,2.0,163.8
R-03381,WQ-024,2024-02-19,6.5,,1.9,2.7,1.0,238.1
R-03382,WQ-024,2024-02-21,6.72,2.66,1.57,0.12,1.0,236.8
R-03383,WQ-024,2024-02-22,7.53,0.85,1.07,0.14,1.0,240.2
R-03384,WQ-024,2024-02-23,7.24,1.16,1.41,1.98,2.0,149.6
R-03385,WQ-024,2024-02-25,7.48,0.03,2.43,2.29,1.0,202.4
R-03386,WQ-024,2024-02-26,6.62,0.63,2.18,1.99,,231.5
R-03387,WQ-024,2024-02-27,7.14,4.55,1.66,1.24,0.0,163.6
R-03388,WQ-024,2024-02-28,7.1,0.03,0.69,,3.0,245.5
R-03389,WQ-024,2024-02-29,6.58,0.95,1.58,1.48,5.0,
R-03390,WQ-024,2024-03-01,6.94,0.16,1.5,0.85,2.0,167.1
R-03391,WQ-024,2024-03-03,7.71,1.04,1.92,8.96,1.0,250.1
R-03392,WQ-024,2024-03-04,7.09,0.98,1.17,0.56,,
R-03393,WQ-024,2024-03-05,7.3,0.46,1.95,4.28,0.0,245.6
R-03394,WQ-024,2024-03-06,6.61,3.32,2.17,0.48,0.0,250.0
R-03395,WQ-024,2024-03-07,7.27,0.41,2.17,1.64,0.0,296.7
R-03396,WQ-024,2024-03-08,6.86,1.07,2.21,0.23,1.0,123.2
R-03397,WQ-024,2024-03-09,6.95,1.28,1.96,1.87,1.0,266.2
R-03398,WQ-024,2024-03-10,6.95,0.31,0.98,4.25,2.0,243.1
R-03399,WQ-024,2024-03-11,7.19,0.65,2.13,0.71,1.0,248.0
R-03400,WQ-024,2024-03-12,7.42,0.21,0.72,0.81,0.0,141.8
R-03401,WQ-024,2024-03-13,6.97,0.14,1.56,6.14,8.0,203.7
R-03402,WQ-024,2024-03-17,7.63,1.43,1.24,2.09,0.0,224.4
R-03403,WQ-024,2024-03-18,7.67,0.3,1.43,1.51,2.0,201.6
R-03404,WQ-024,2024-03-19,6.83,0.89,1.56,0.76,1.0,179.6
R-03405,WQ-024,2024-03-20,7.39,0.04,2.16,0.44,0.0,224.3
R-03406,WQ-024,2024-03-21,6.9,0.21,0.86,,0.0,275.2
R-03407,WQ-024,2024-03-23,7.31,0.13,0.9,8.27,5.0,264.7
R-03408,WQ-024,2024-03-24,7.49,0.22,1.03,4.36,1.0,277.3
R-03409,WQ-024,2024-03-25,6.62,0.26,1.15,0.53,4.0,248.4
R-03410,WQ-024,2024-03-26,6.8,0.27,1.46,0.81,0.0,193.3
R-03411,WQ-024,2024-03-27,7.26,0.17,1.6,0.23,3.0,210.0
R-03412,WQ-024,2024-03-28,7.15,1.0,1.19,0.52,3.0,192.3
R-03413,WQ-024,2024-03-29,7.26,1.01,1.82,3.69,1.0,220.3
R-03414,WQ-024,2024-03-30,7.5,0.86,0.98,0.63,1.0,57.6
R-03415,WQ-024,2024-03-31,7.19,0.22,1.87,6.58,0.0,242.8
R-03416,WQ-024,2024-04-01,7.41,4.14,1.2,2.24,0.0,67.3
R-03417,WQ-024,2024-04-02,7.17,0.56,1.79,0.37,4.0,167.2
R-03418,WQ-024,2024-04-03,7.02,0.21,1.3,0.24,5.0,258.9
R-03419,WQ-024,2024-04-04,6.84,0.7,1.42,0.08,1.0,226.1
R-03420,WQ-024,2024-04-05,7.23,3.12,1.56,,1.0,239.4
R-03421,WQ-024,2024-04-07,7.69,0.32,1.54,1.52,0.0,264.3
R-03422,WQ-024,2024-04-09,6.56,0.53,1.81,4.62,0.0,185.2
R-03423,WQ-024,2024-04-10,7.05,0.1,1.7,0.16,0.0,210.0
R-03424,WQ-024,2024-04-11,6.95,0.23,0.86,2.57,2.0,201.7
R-03425,WQ-024,2024-04-12,7.16,0.53,2.46,0.78,0.0,107.4
R-03426,WQ-024,2024-04-13,6.77,1.71,0.71,0.9,5.0,276.6
R-03427,WQ-024,2024-04-14,7.21,1.12,1.54,0.3,1.0,181.5
R-03428,WQ-024,2024-04-15,6.88,0.13,1.22,2.03,2.0,221.5
R-03429,WQ-024,2024-04-16,7.22,0.5,1.5,2.38,,329.3
R-03430,WQ-024,2024-04-17,7.36,0.44,1.64,7.2,0.0,244.5
R-03431,WQ-024,2024-04-18,7.36,0.25,2.0,0.37,0.0,193.4
R-03432,WQ-024,2024-04-19,7.56,0.27,1.58,0.8,3.0,246.0
R-03433,WQ-024,2024-04-22,7.3,0.79,1.73,1.09,0.0,188.4
R-03434,WQ-024,2024-04-23,6.91,3.1,1.72,0.59,3.0,77.0
R-03435,WQ-024,2024-04-24,7.38,1.69,1.19,8.6,1.0,196.8
R-03436,WQ-024,2024-04-25,7.09,0.36,1.61,1.26,0.0,229.8
R-03437,WQ-024,2024-04-26,7.08,0.54,1.34,1.75,4.0,296.2
R-03438,WQ-024,2024-04-27,7.29,,1.73,,2.0,213.5
R-03439,WQ-024,2024-04-29,6.81,0.74,2.06,3.38,1.0,216.1
R-03440,WQ-024,2024-04-30,7.21,2.06,1.32,3.62,0.0,242.7
R-03441,WQ-024,2024-05-01,6.98,0.84,0.94,2.42,3.0,165.5
R-03442,WQ-024,2024-05-02,7.81,1.31,2.03,0.5,2.0,168.9
R-03443,WQ-024,2024-05-03,7.55,0.84,1.49,0.12,1.0,137.0
R-03444,WQ-024,2024-05-04,,0.97,2.29,3.89,0.0,145.9
R-03445,WQ-024,2024-05-05,7.23,0.84,1.24,2.05,2.0,247.0
R-03446,WQ-024,2024-05-06,7.21,0.02,1.74,3.27,1.0,113.4
R-03447,WQ-024,2024-05-08,6.95,0.05,1.82,0.11,0.0,268.9
R-03448,WQ-024,2024-05-12,7.19,0.62,2.37,3.31,1.0,183.6
R-03449,WQ-024,2024-05-13,7.11,0.32,1.74,3.0,1.0,182.9
R-03450,WQ-024,2024-05-14,7.55,1.18,1.62,0.75,0.0,107.1
R-03451,WQ-024,2024-05-15,,0.28,1.36,1.0,0.0,216.8
R-03452,WQ-024,2024-05-17,6.56,1.15,1.71,2.44,2.0,250.6
R-03453,WQ-024,2024-05-18,7.15,0.47,1.83,1.19,1.0,165.7
R-03454,WQ-024,2024-05-19,7.57,0.02,1.34,0.87,2.0,199.1
R-03455,WQ-024,2024-05-20,7.28,0.43,,1.55,2.0,247.5
R-03456,WQ-024,2024-05-21,7.58,0.84,1.75,3.68,0.0,216.0
R-03457,WQ-024,2024-05-23,6.94,1.0,,,0.0,126.4
R-03458,WQ-024,2024-05-24,6.91,4.66,1.42,2.76,1.0,268.7
R-03459,WQ-024,2024-05-25,7.28,0.87,1.75,4.18,3.0,265.2
R-03460,WQ-024,2024-05-26,6.91,0.38,2.23,1.15,1.0,262.1
R-03461,WQ-024,2024-05-27,7.2,1.58,1.74,0.07,1.0,237.8
R-03462,WQ-024,2024-05-28,7.32,0.48,1.41,1.75,0.0,251.7
R-03463,WQ-024,2024-05-29,7.18,0.41,1.68,0.62,1.0,123.9
R-03464,WQ-024,2024-05-30,7.74,0.8,1.19,1.77,2.0,43.2
R-03465,WQ-024,2024-05-31,7.78,0.56,1.47,7.65,4.0,161.2
R-03466,WQ-024,2024-06-01,6.75,1.24,0.92,1.38,3.0,
R-03467,WQ-024,2024-06-02,7.37,0.62,2.56,3.71,1.0,295.6
R-03468,WQ-024,2024-06-03,7.36,0.44,0.99,1.16,4.0,207.1
R-03469,WQ-024,2024-06-04,,2.18,1.34,2.03,4.0,166.1
R-03470,WQ-024,2024-06-05,7.24,0.03,1.14,1.6,2.0,255.6
R-03471,WQ-024,2024-06-08,7.5,0.22,1.44,0.51,2.0,167.5
R-03472,WQ-024,2024-06-09,6.31,0.06,1.77,1.4,1.0,215.2
R-03473,WQ-024,2024-06-10,6.52,0.02,1.08,4.31,3.0,292.8
R-03474,WQ-024,2024-06-11,7.09,0.04,1.33,0.77,1.0,113.1
R-03475,WQ-024,2024-06-12,7.52,0.26,1.76,2.21,2.0,230.8
R-03476,WQ-024,2024-06-13,7.3,0.46,1.14,0.54,3.0,157.9
R-03477,WQ-024,2024-06-14,7.91,0.01,1.55,2.13,2.0,224.0
R-03478,WQ-024,2024-06-15,7.71,2.01,2.31,6.08,4.0,201.5
R-03479,WQ-024,2024-06-16,7.36,0.02,1.52,4.87,3.0,182.8
R-03480,WQ-024,2024-06-17,7.5,2.46,2.21,0.19,3.0,231.1
R-03481,WQ-024,2024-06-18,7.17,0.84,1.21,0.56,1.0,294.6
R-03482,WQ-024,2024-06-21,6.5,0.29,2.03,0.99,1.0,282.7
R-03483,WQ-024,2024-06-22,6.77,0.31,1.3,0.55,2.0,235.4
R-03484,WQ-024,2024-06-23,7.27,0.5,1.37,0.83,2.0,167.8
R-03485,WQ-024,2024-06-25,7.63,0.05,1.13,0.08,1.0,171.3
R-03486,WQ-024,2024-06-26,7.3,0.14,1.74,2.15,3.0,197.9
R-03487,WQ-024,2024-06-27,7.3,1.14,1.6,,1.0,226.4
R-03488,WQ-024,2024-06-29,7.39,0.63,1.29,0.26,4.0,236.2
R-03489,WQ-024,2024-06-30,6.93,0.06,2.13,0.29,,
R-03490,WQ-025,2024-01-01,7.64,3.22,1.87,0.38,1.0,142.8
R-03491,WQ-025,2024-01-02,7.26,0.35,1.86,1.44,0.0,266.4
R-03492,WQ-025,2024-01-03,7.66,0.66,1.56,2.25,0.0,222.4
R-03493,WQ-025,2024-01-04,7.25,2.07,1.43,2.21,0.0,212.9
R-03494,WQ-025,2024-01-05,7.17,0.32,1.2,1.48,1.0,214.9
R-03495,WQ-025,2024-01-06,6.93,0.23,1.67,2.46,2.0,253.4
R-03496,WQ-025,2024-01-09,6.98,1.34,1.83,2.71,1.0,195.9
R-03497,WQ-025,2024-01-10,7.67,0.33,1.93,2.36,1.0,294.5
R-03498,WQ-025,2024-01-11,7.43,1.81,1.68,0.22,4.0,237.5
R-03499,WQ-025,2024-01-12,7.44,1.58,1.6,0.51,3.0,146.8
R-03500,WQ-025,2024-01-15,6.61,0.66,1.65,,0.0,186.6
R-03501,WQ-025,2024-01-16,7.48,0.65,1.77,2.14,3.0,198.3
R-03502,WQ-025,2024-01-17,7.21,0.11,1.42,1.64,4.0,253.3
R-03503,WQ-025,2024-01-18,7.55,0.06,1.56,1.08,2.0,219.4
R-03504,WQ-025,2024-01-20,,0.32,2.24,2.62,0.0,219.1
R-03505,WQ-025,2024-01-21,,2.33,1.51,1.75,1.0,193.6
R-03506,WQ-025,2024-01-22,,0.66,1.65,3.07,5.0,184.9
R-03507,WQ-025,2024-01-23,7.48,0.03,1.73,0.7,1.0,219.7
R-03508,WQ-025,2024-01-24,7.35,0.03,1.48,3.71,1.0,108.4
R-03509,WQ-025,2024-01-25,7.45,0.47,1.69,0.55,2.0,130.6
R-03510,WQ-025,2024-01-26,7.26,1.78,1.46,0.92,0.0,202.7
R-03511,WQ-025,2024-01-27,7.02,0.14,1.42,0.28,1.0,189.2
R-03512,WQ-025,2024-01-28,7.3,0.2,1.31,,0.0,168.0
R-03513,WQ-025,2024-01-29,7.63,1.53,2.06,1.04,2.0,257.0
R-03514,WQ-025,2024-01-30,7.41,0.07,1.27,1.24,3.0,157.2
R-03515,WQ-025,2024-01-31,7.36,1.89,1.8,0.52,6.0,195.1
R-03516,WQ-025,2024-02-01,,4.09,1.79,4.97,1.0,206.8
R-03517,WQ-025,2024-02-02,7.17,0.84,1.72,,3.0,174.9
R-03518,WQ-025,2024-02-04,,0.61,1.19,1.22,2.0,148.2
R-03519,WQ-025,2024-02-05,,0.22,2.04,0.5,0.0,223.5
R-03520,WQ-025,2024-02-06,7.06,2.24,1.55,0.58,1.0,209.9
R-03521,WQ-025,2024-02-07,7.42,0.95,1.84,0.94,2.0,203.8
R-03522,WQ-025,2024-02-08,7.25,,1.22,1.19,2.0,198.8
R-03523,WQ-025,2024-02-10,7.31,1.27,1.18,1.19,1.0,150.1
R-03524,WQ-025,2024-02-11,6.99,0.12,1.86,0.12,0.0,174.6
R-03525,WQ-025,2024-02-12,7.48,0.93,1.22,0.47,3.0,166.9
R-03526,WQ-025,2024-02-13,7.08,0.25,1.85,2.59,5.0,139.9
R-03527,WQ-025,2024-02-14,7.27,2.51,0.71,0.1,2.0,
R-03528,WQ-025,2024-02-15,7.38,0.14,1.26,2.44,1.0,280.1
R-03529,WQ-025,2024-02-16,7.07,1.78,1.44,0.3,1.0,265.9
R-03530,WQ-025,2024-02-18,7.02,0.44,1.59,0.29,0.0,188.5
R-03531,WQ-025,2024-02-19,7.68,0.33,1.03,1.66,1.0,233.1
R-03532,WQ-025,2024-02-20,6.53,0.16,0.98,4.05,1.0,176.4
R-03533,WQ-025,2024-02-22,7.46,1.77,1.59,4.47,1.0,159.1
R-03534,WQ-025,2024-02-23,7.43,0.13,1.49,4.4,2.0,244.4
R-03535,WQ-025,2024-02-24,7.75,1.01,1.61,0.83,,217.5
R-03536,WQ-025,2024-02-25,7.53,0.54,,2.3,1.0,89.5
R-03537,WQ-025,2024-02-26,7.44,0.19,2.4,,0.0,290.1
R-03538,WQ-025,2024-02-27,7.15,0.62,1.75,2.37,1.0,224.1
R-03539,WQ-025,2024-02-28,7.16,1.97,1.62,3.35,1.0,139.0
R-03540,WQ-025,2024-02-29,7.43,0.14,,5.54,1.0,167.4
R-03541,WQ-025,2024-03-02,7.35,1.53,1.43,6.18,0.0,202.8
R-03542,WQ-025,2024-03-03,7.38,2.48,1.55,2.72,1.0,286.9
R-03543,WQ-025,2024-03-04,7.31,0.34,1.27,2.35,4.0,219.4
R-03544,WQ-025,2024-03-05,7.38,0.26,1.62,1.14,1.0,92.8
R-03545,WQ-025,2024-03-06,7.66,0.93,1.27,2.21,2.0,183.2
R-03546,WQ-025,2024-03-07,7.34,1.01,1.49,0.84,3.0,185.7
R-03547,WQ-025,2024-03-08,7.29,0.04,,1.39,1.0,191.2
R-03548,WQ-025,2024-03-09,7.22,0.64,1.02,0.15,3.0,161.8
R-03549,WQ-025,2024-03-11,7.55,0.51,1.52,,1.0,231.0
R-03550,WQ-025,2024-03-12,7.3,0.0,1.76,0.48,,179.7
R-03551,WQ-025,2024-03-13,7.5,1.66,0.83,0.4,2.0,193.4
R-03552,WQ-025,2024-03-14,7.1,0.03,1.7,0.65,1.0,229.5
R-03553,WQ-025,2024-03-15,6.96,0.1,1.73,0.82,3.0,174.6
R-03554,WQ-025,2024-03-16,6.89,0.45,1.63,,4.0,292.7
R-03555,WQ-025,2024-03-17,6.63,0.3,1.46,1.03,1.0,225.4
R-03556,WQ-025,2024-03-18,7.01,0.87,2.19,2.81,1.0,148.0
R-03557,WQ-025,2024-03-19,7.53,0.65,1.07,,0.0,257.8
R-03558,WQ-025,2024-03-20,7.27,0.75,1.02,0.09,1.0,201.3
R-03559,WQ-025,2024-03-21,7.84,0.49,0.75,1.01,2.0,262.2
R-03560,WQ-025,2024-03-22,7.62,0.59,1.45,1.58,1.0,271.1
R-03561,WQ-025,2024-03-23,6.98,2.55,1.41,,1.0,169.4
R-03562,WQ-025,2024-03-24,6.87,1.8,1.56,0.22,2.0,281.8
R-03563,WQ-025,2024-03-25,7.23,0.54,1.54,0.22,1.0,171.8
R-03564,WQ-025,2024-03-26,7.46,0.06,1.7,7.27,0.0,212.6
R-03565,WQ-025,2024-03-28,7.65,0.22,1.64,3.46,0.0,231.0
R-03566,WQ-025,2024-03-30,7.4,0.52,1.57,4.18,1.0,250.5
R-03567,WQ-025,2024-03-31,7.18,2.58,0.97,1.79,3.0,174.8
R-03568,WQ-025,2024-04-01,6.96,7.91,1.61,1.17,0.0,158.9
R-03569,WQ-025,2024-04-03,6.82,0.38,0.89,5.94,2.0,88.2
R-03570,WQ-025,2024-04-04,6.94,14.71,1.98,0.35,6.0,168.6
R-03571,WQ-025,2024-04-05,7.26,10.88,1.29,0.74,1.0,187.4
R-03572,WQ-025,2024-04-08,7.86,0.17,2.01,,2.0,139.2
R-03573,WQ-025,2024-04-09,6.86,9.58,1.32,0.06,4.0,232.2
R-03574,WQ-025,2024-04-10,7.17,13.06,1.21,3.54,1.0,191.3
R-03575,WQ-025,2024-04-11,7.22,13.28,2.28,1.96,2.0,158.8
R-03576,WQ-025,2024-04-12,6.61,8.59,1.53,0.53,1.0,178.8
R-03577,WQ-025,2024-04-13,6.71,4.85,1.91,0.27,5.0,281.9
R-03578,WQ-025,2024-04-14,6.98,11.84,1.73,6.78,2.0,289.0
R-03579,WQ-025,2024-04-15,6.86,0.01,,7.25,2.0,183.5
R-03580,WQ-025,2024-04-16,6.96,0.27,1.85,1.56,1.0,204.4
R-03581,WQ-025,2024-04-18,6.93,3.27,1.16,4.39,1.0,218.0
R-03582,WQ-025,2024-04-19,6.98,0.16,1.55,0.33,1.0,145.5
R-03583,WQ-025,2024-04-20,7.24,10.21,0.96,1.87,2.0,165.6
R-03584,WQ-025,2024-04-21,7.7,9.89,1.41,0.12,0.0,221.2
R-03585,WQ-025,2024-04-22,7.83,15.27,0.94,0.48,0.0,205.5
R-03586,WQ-025,2024-04-23,7.2,13.6,1.63,,,253.1
R-03587,WQ-025,2024-04-24,7.37,0.38,0.81,1.79,2.0,189.0
R-03588,WQ-025,2024-04-25,,0.57,1.59,2.57,1.0,179.9
R-03589,WQ-025,2024-04-26,7.11,17.2,2.0,0.84,1.0,280.6
R-03590,WQ-025,2024-04-28,7.33,19.18,1.25,2.31,2.0,195.4
R-03591,WQ-025,2024-04-29,6.92,15.91,2.11,0.61,0.0,238.9
R-03592,WQ-025,2024-05-01,6.63,5.67,1.8,1.09,1.0,177.9
R-03593,WQ-025,2024-05-02,7.25,0.27,2.17,0.09,2.0,181.9
R-03594,WQ-025,2024-05-03,6.95,9.16,1.41,0.02,0.0,239.2
R-03595,WQ-025,2024-05-04,7.71,12.55,1.52,0.06,1.0,169.5
R-03596,WQ-025,2024-05-05,7.32,8.0,1.61,0.21,0.0,82.4
R-03597,WQ-025,2024-05-06,7.79,0.48,2.27,0.55,1.0,189.2
R-03598,WQ-025,2024-05-07,6.97,15.16,1.7,0.12,0.0,282.1
R-03599,WQ-025,2024-05-08,7.35,1.17,1.49,1.01,0.0,130.9
R-03600,WQ-025,2024-05-09,7.2,13.64,0.82,2.95,0.0,93.8
R-03601,WQ-025,2024-05-10,7.21,12.29,1.26,2.47,1.0,
R-03602,WQ-025,2024-05-11,7.0,12.14,1.25,2.08,0.0,201.6
R-03603,WQ-025,2024-05-12,7.84,7.59,1.24,0.23,,271.5
R-03604,WQ-025,2024-05-15,7.19,14.81,1.03,2.43,1.0,201.3
R-03605,WQ-025,2024-05-16,7.85,0.81,1.27,2.21,2.0,337.3
R-03606,WQ-025,2024-05-17,7.26,0.47,2.26,3.1,0.0,250.6
R-03607,WQ-025,2024-05-18,,0.94,1.87,0.51,4.0,158.3
R-03608,WQ-025,2024-05-19,7.28,12.01,0.85,4.65,1.0,277.5
R-03609,WQ-025,2024-05-20,7.44,12.61,0.93,1.69,4.0,177.1
R-03610,WQ-025,2024-05-21,7.08,19.9,1.25,1.33,2.0,161.7
R-03611,WQ-025,2024-05-22,7.26,0.22,1.36,1.07,3.0,258.8
R-03612,WQ-025,2024-05-23,7.27,11.29,1.49,,0.0,136.4
R-03613,WQ-025,2024-05-24,7.44,13.28,1.81,2.82,3.0,304.3
R-03614,WQ-025,2024-05-25,7.15,7.46,1.81,0.85,3.0,160.1
R-03615,WQ-025,2024-05-26,7.12,12.83,1.57,,1.0,239.2
R-03616,WQ-025,2024-05-27,6.64,14.22,2.17,4.31,1.0,272.3
R-03617,WQ-025,2024-05-28,7.02,1.1,1.81,2.97,3.0,266.2
R-03618,WQ-025,2024-05-31,6.11,12.6,2.01,2.83,7.0,221.4
R-03619,WQ-025,2024-06-02,6.9,0.09,1.82,2.38,1.0,184.4
R-03620,WQ-025,2024-06-03,7.2,5.15,0.86,0.84,1.0,115.2
R-03621,WQ-025,2024-06-04,7.23,0.33,1.87,3.0,0.0,154.8
R-03622,WQ-025,2024-06-05,7.24,11.85,1.64,0.71,0.0,210.2
R-03623,WQ-025,2024-06-06,7.31,10.86,1.36,7.26,1.0,93.8
R-03624,WQ-025,2024-06-07,7.7,14.25,1.45,0.41,1.0,143.2
R-03625,WQ-025,2024-06-08,6.88,16.46,1.75,0.67,1.0,257.2
